		{ALL}	GOOD		BAD	
postbrowse	8	0	5.56%	8	5.59%
550	9	1	5.00%	8	5.03%
000active	8	0	5.56%	8	5.59%
l	51	19	0.96%	32	0.98%
ov	13	1	3.57%	12	3.60%
'i'ngawesome	9	0	5.00%	9	5.03%
worthtrying	9	0	5.00%	9	5.03%
disabling	1	1	25.00%	0	25.00%
dinner	33	31	1.48%	2	1.47%
sitter	5	5	8.34%	0	8.33%
urgent	1	1	25.00%	0	25.00%
complaining	26	26	1.86%	0	1.85%
releasing	3	3	12.51%	0	12.50%
journalists	3	3	12.51%	0	12.50%
commend	1	1	25.00%	0	25.00%
pelosilike	1	1	25.00%	0	25.00%
maneuver	2	2	16.67%	0	16.67%
elect	12	12	3.85%	0	3.85%
scar	3	3	12.51%	0	12.50%
chin	4	3	10.01%	1	10.01%
granma's	1	1	25.00%	0	25.00%
basement	9	9	5.01%	0	5.00%
tripped	2	2	16.67%	0	16.67%
gouged	1	1	25.00%	0	25.00%
corner	18	17	2.64%	1	2.63%
coffee	14	14	3.34%	0	3.33%
brandon	1	1	25.00%	0	25.00%
doctor	20	20	2.39%	0	2.38%
matching	3	2	12.50%	1	12.51%
council	5	5	8.34%	0	8.33%
bluffs	5	5	8.34%	0	8.33%
iowa	6	6	7.15%	0	7.14%
anywhere	32	32	1.52%	0	1.52%
harsh	12	11	3.85%	1	3.85%
summers	1	1	25.00%	0	25.00%
downright	3	3	12.51%	0	12.50%
brutal	7	7	6.26%	0	6.25%
friendly	10	10	4.55%	0	4.55%
neighbors	15	14	3.13%	1	3.13%
3rdslide	1	1	25.00%	0	25.00%
bland	5	5	8.34%	0	8.33%
scenery	3	3	12.51%	0	12.50%
hilly	1	1	25.00%	0	25.00%
neighborhoods	4	4	10.01%	0	10.00%
treelined	1	1	25.00%	0	25.00%
streets	41	38	1.20%	3	1.19%
evidenced	3	3	12.51%	0	12.50%
designation	1	1	25.00%	0	25.00%
tree	11	11	4.17%	0	4.17%
arbor	1	1	25.00%	0	25.00%
foundation	2	2	16.67%	0	16.67%
thefall	1	1	25.00%	0	25.00%
outdoors	6	4	7.15%	2	7.15%
forests	1	1	25.00%	0	25.00%
hiking	2	2	16.67%	0	16.67%
biking	2	2	16.67%	0	16.67%
trails	3	3	12.51%	0	12.50%
lakes	2	1	16.67%	1	16.68%
fishing	7	7	6.26%	0	6.25%
boating	1	1	25.00%	0	25.00%
skiing	2	2	16.67%	0	16.67%
jaunt	1	1	25.00%	0	25.00%
snow	4	4	10.01%	0	10.00%
deer	2	2	16.67%	0	16.67%
numerous	18	18	2.64%	0	2.63%
nono	3	3	12.51%	0	12.50%
rosie	4	4	10.01%	0	10.00%
o'donnell	2	2	16.67%	0	16.67%
douche	11	11	4.17%	0	4.17%
one's	17	17	2.79%	0	2.78%
nowget	1	1	25.00%	0	25.00%
ladys	1	1	25.00%	0	25.00%
gentlemen	5	5	8.34%	0	8.33%
thrown	18	18	2.64%	0	2.63%
towel	2	2	16.67%	0	16.67%
printing	39	38	1.26%	1	1.25%
monies	9	9	5.01%	0	5.00%
admitted	6	6	7.15%	0	7.14%
sustainable	5	5	8.34%	0	8.33%
headed	18	17	2.64%	1	2.63%
injecting	1	1	25.00%	0	25.00%
deficit	28	27	1.73%	1	1.73%
inject	1	1	25.00%	0	25.00%
accelerate	1	1	25.00%	0	25.00%
pushing	8	8	5.56%	0	5.56%
farther	7	7	6.26%	0	6.25%
terrorists	18	18	2.64%	0	2.63%
truck	25	22	1.93%	3	1.93%
spot	17	15	2.79%	2	2.78%
beloved	3	3	12.51%	0	12.50%
xena	1	1	25.00%	0	25.00%
greyhounds	1	1	25.00%	0	25.00%
greyhound	2	2	16.67%	0	16.67%
osteosarcoma	1	1	25.00%	0	25.00%
cancer	37	37	1.32%	0	1.32%
'bout	5	5	8.34%	0	8.33%
agolet's	1	1	25.00%	0	25.00%
reductions	1	1	25.00%	0	25.00%
increase	67	66	0.74%	1	0.74%
grocery	11	11	4.17%	0	4.17%
cart	7	7	6.26%	0	6.25%
costs	42	42	1.17%	0	1.16%
shrunk	2	2	16.67%	0	16.67%
accounts	27	27	1.79%	0	1.79%
mostof	1	1	25.00%	0	25.00%
unlike	16	16	2.95%	0	2.94%
calapse	1	1	25.00%	0	25.00%
anticipated	1	1	25.00%	0	25.00%
ended	44	44	1.12%	0	1.11%
applied	5	5	8.34%	0	8.33%
jag	1	1	25.00%	0	25.00%
rejected	4	4	10.01%	0	10.00%
hiring	13	13	3.58%	0	3.57%
tshirt	2	2	16.67%	0	16.67%
recreating	1	1	25.00%	0	25.00%
misses	3	3	12.51%	0	12.50%
mess	64	63	0.78%	1	0.77%
ex	11	9	4.17%	2	4.17%
joy	9	9	5.01%	0	5.00%
courageous	4	4	10.01%	0	10.00%
fear	32	31	1.52%	1	1.52%
futureit	1	1	25.00%	0	25.00%
blessings	1	1	25.00%	0	25.00%
richh00kup	1	0	25.00%	1	25.02%
insist	7	7	6.26%	0	6.25%
television	8	8	5.56%	0	5.56%
vcrdvdbluray	1	1	25.00%	0	25.00%
player	6	6	7.15%	0	7.14%
friend's	1	1	25.00%	0	25.00%
tendency	2	2	16.67%	0	16.67%
pessimism	1	1	25.00%	0	25.00%
ar	5	5	8.34%	0	8.33%
sued	7	7	6.26%	0	6.25%
pitbulls	2	2	16.67%	0	16.67%
hosting	1	1	25.00%	0	25.00%
sates	1	1	25.00%	0	25.00%
kicks	5	5	8.34%	0	8.33%
soilwe	1	1	25.00%	0	25.00%
raisin	1	1	25.00%	0	25.00%
bran	3	3	12.51%	0	12.50%
embassyi	1	1	25.00%	0	25.00%
global	16	16	2.95%	0	2.94%
homeland	3	3	12.51%	0	12.50%
foreigners	2	2	16.67%	0	16.67%
distort	3	3	12.51%	0	12.50%
infant	6	6	7.15%	0	7.14%
pornography	3	3	12.51%	0	12.50%
sexual	24	24	2.01%	0	2.00%
context	13	13	3.58%	0	3.57%
presented	8	8	5.56%	0	5.56%
photograph	7	7	6.26%	0	6.25%
compromising	1	1	25.00%	0	25.00%
refuses	5	4	8.34%	1	8.34%
tearing	2	2	16.67%	0	16.67%
photo	36	31	1.36%	5	1.36%
newborn	2	2	16.67%	0	16.67%
photographed	8	8	5.56%	0	5.56%
birthday	3	3	12.51%	0	12.50%
simpson	7	6	6.26%	1	6.25%
fcker	1	1	25.00%	0	25.00%
bestiality	2	2	16.67%	0	16.67%
penis	5	5	8.34%	0	8.33%
visible	4	4	10.01%	0	10.00%
pornographical	1	1	25.00%	0	25.00%
slapped	7	7	6.26%	0	6.25%
crushed	3	3	12.51%	0	12.50%
horrid	2	2	16.67%	0	16.67%
shallow	5	5	8.34%	0	8.33%
vapid	1	1	25.00%	0	25.00%
189	3	3	12.51%	0	12.50%
b4	3	2	12.50%	1	12.51%
afterbush	1	1	25.00%	0	25.00%
sr	2	2	16.67%	0	16.67%
55clinton	1	1	25.00%	0	25.00%
37bush	1	1	25.00%	0	25.00%
86and	1	1	25.00%	0	25.00%
35please	1	1	25.00%	0	25.00%
affort	1	1	25.00%	0	25.00%
network	4	4	10.01%	0	10.00%
lies	35	35	1.40%	0	1.39%
247	5	5	8.34%	0	8.33%
spout	12	10	3.85%	2	3.85%
received	16	16	2.95%	0	2.94%
rebate	12	12	3.85%	0	3.85%
credits	4	4	10.01%	0	10.00%
ie	14	14	3.34%	0	3.33%
dividends	9	9	5.01%	0	5.00%
exempt	2	2	16.67%	0	16.67%
individuals	38	38	1.29%	0	1.28%
subsidies	9	7	5.01%	2	5.01%
greve	2	2	16.67%	0	16.67%
inlive	1	1	25.00%	0	25.00%
spouse	10	10	4.55%	0	4.55%
sister	21	20	2.28%	1	2.27%
skinny	7	6	6.26%	1	6.25%
september	7	7	6.26%	0	6.25%
10th	1	1	25.00%	0	25.00%
followed	11	11	4.17%	0	4.17%
mickey	8	8	5.56%	0	5.56%
mouse	7	7	6.26%	0	6.25%
edited	3	3	12.51%	0	12.50%
thinner	2	2	16.67%	0	16.67%
revealing	9	8	5.01%	1	5.00%
tops	5	5	8.34%	0	8.33%
modest	10	8	4.55%	2	4.55%
sexier	2	2	16.67%	0	16.67%
rock	39	35	1.26%	4	1.25%
christina	11	10	4.17%	1	4.17%
roughly	8	8	5.56%	0	5.56%
volume	5	5	8.34%	0	8.33%
fucing	4	4	10.01%	0	10.00%
desolved	1	1	25.00%	0	25.00%
cutting	22	21	2.18%	1	2.18%
saving	29	28	1.67%	1	1.67%
caliber	2	1	16.67%	1	16.68%
hike	1	1	25.00%	0	25.00%
raising	21	19	2.28%	2	2.28%
wallets	3	2	12.50%	1	12.51%
raises	4	4	10.01%	0	10.00%
currently	12	12	3.85%	0	3.85%
benefiting	2	2	16.67%	0	16.67%
he'd	10	10	4.55%	0	4.55%
asleep	4	4	10.01%	0	10.00%
passport	14	12	3.34%	2	3.34%
they''ll	1	1	25.00%	0	25.00%
embarrassment	3	3	12.51%	0	12.50%
prom	1	1	25.00%	0	25.00%
slim	12	12	3.85%	0	3.85%
anc	2	0	16.67%	2	16.69%
frankenberry	1	1	25.00%	0	25.00%
deadbeats	1	1	25.00%	0	25.00%
biased	11	11	4.17%	0	4.17%
hind	3	3	12.51%	0	12.50%
tit	5	5	8.34%	0	8.33%
quacklike	1	1	25.00%	0	25.00%
duck	5	4	8.34%	1	8.34%
butscrew	1	1	25.00%	0	25.00%
pension	18	18	2.64%	0	2.63%
firefighters	5	5	8.34%	0	8.33%
hi	14	9	3.34%	5	3.35%
armature	1	1	25.00%	0	25.00%
favored	2	2	16.67%	0	16.67%
wasted	17	17	2.79%	0	2.78%
guilty	31	31	1.57%	0	1.56%
fashioned	3	3	12.51%	0	12.50%
manners	7	7	6.26%	0	6.25%
roots	1	1	25.00%	0	25.00%
produce	11	11	4.17%	0	4.17%
sizable	1	1	25.00%	0	25.00%
chunk	5	5	8.34%	0	8.33%
filth	3	3	12.51%	0	12.50%
radicle	1	1	25.00%	0	25.00%
semites	1	1	25.00%	0	25.00%
cross	13	13	3.58%	0	3.57%
pour	3	3	12.51%	0	12.50%
backbone	2	2	16.67%	0	16.67%
national	65	64	0.77%	1	0.76%
advisors	4	2	10.00%	2	10.01%
vowed	3	3	12.51%	0	12.50%
shuffled	1	1	25.00%	0	25.00%
nevada	5	5	8.34%	0	8.33%
vegas	17	17	2.79%	0	2.78%
mpaign	1	1	25.00%	0	25.00%
xmas	3	3	12.51%	0	12.50%
moronic	13	12	3.58%	1	3.57%
petty	8	8	5.56%	0	5.56%
showed	20	19	2.39%	1	2.38%
moving	34	31	1.44%	3	1.43%
newsworthy	7	7	6.26%	0	6.25%
fueled	3	3	12.51%	0	12.50%
avoid	19	19	2.51%	0	2.50%
gouging	4	4	10.01%	0	10.00%
pumps	4	4	10.01%	0	10.00%
capable	17	15	2.79%	2	2.78%
challenge	4	4	10.01%	0	10.00%
demons	4	4	10.01%	0	10.00%
planned	9	9	5.01%	0	5.00%
parenthood	1	1	25.00%	0	25.00%
aborted	4	4	10.01%	0	10.00%
womb	6	6	7.15%	0	7.14%
ultrasound	1	1	25.00%	0	25.00%
freddie	3	3	12.51%	0	12.50%
fannie	3	3	12.51%	0	12.50%
mortgages	21	21	2.28%	0	2.27%
dennis	10	10	4.55%	0	4.55%
familiar	5	5	8.34%	0	8.33%
unmitigated	1	1	25.00%	0	25.00%
attemped	1	1	25.00%	0	25.00%
destabilized	1	1	25.00%	0	25.00%
destroyedour	1	1	25.00%	0	25.00%
failures	3	3	12.51%	0	12.50%
homebring	1	1	25.00%	0	25.00%
chaosto	1	1	25.00%	0	25.00%
mortgaging	2	2	16.67%	0	16.67%
futures	6	6	7.15%	0	7.14%
tune	7	7	6.26%	0	6.25%
6trillion	1	1	25.00%	0	25.00%
absolute	14	14	3.34%	0	3.33%
disgrace	7	7	6.26%	0	6.25%
hisincompetent	1	1	25.00%	0	25.00%
leadershipand	1	1	25.00%	0	25.00%
safe	42	41	1.17%	1	1.16%
prosperous	5	5	8.34%	0	8.33%
insults	3	3	12.51%	0	12.50%
alas	3	3	12.51%	0	12.50%
alinskyites	1	1	25.00%	0	25.00%
imbecilesof	1	1	25.00%	0	25.00%
leftist	3	3	12.51%	0	12.50%
persuasion	1	1	25.00%	0	25.00%
lotto	3	3	12.51%	0	12.50%
receiveafortune	1	1	25.00%	0	25.00%
coptic	2	1	16.67%	1	16.68%
scotfree	1	1	25.00%	0	25.00%
mideast	4	4	10.01%	0	10.00%
jonestown	1	1	25.00%	0	25.00%
enraged	1	1	25.00%	0	25.00%
fringeover	1	1	25.00%	0	25.00%
theredrink	1	1	25.00%	0	25.00%
koolaid	5	5	8.34%	0	8.33%
considers	6	6	7.15%	0	7.14%
attackers	1	1	25.00%	0	25.00%
con	5	5	8.34%	0	8.33%
hide	39	39	1.26%	0	1.25%
hides	1	1	25.00%	0	25.00%
coerced	1	1	25.00%	0	25.00%
talented	19	19	2.51%	0	2.50%
whitney	3	3	12.51%	0	12.50%
houston	5	5	8.34%	0	8.33%
mariah	1	1	25.00%	0	25.00%
carey's	1	1	25.00%	0	25.00%
shes	9	9	5.01%	0	5.00%
evil	72	69	0.69%	3	0.69%
incompetent	6	6	7.15%	0	7.14%
hundred	18	17	2.64%	1	2.63%
blts	1	1	25.00%	0	25.00%
factmost	1	1	25.00%	0	25.00%
underwater	13	13	3.58%	0	3.57%
bank	58	58	0.86%	0	0.85%
forgives	2	2	16.67%	0	16.67%
taxed	18	18	2.64%	0	2.63%
amountif	1	1	25.00%	0	25.00%
deducted	3	3	12.51%	0	12.50%
gainslosses	1	1	25.00%	0	25.00%
treated	28	25	1.73%	3	1.73%
gain	38	19	1.29%	19	1.30%
sold	49	48	1.01%	1	1.00%
sole	6	5	7.15%	1	7.15%
improvements	5	5	8.34%	0	8.33%
improve	12	12	3.85%	0	3.85%
bykeeping	1	1	25.00%	0	25.00%
loans	54	54	0.92%	0	0.91%
th	99	17	0.50%	82	0.53%
incredible	10	10	4.55%	0	4.55%
slice	6	6	7.15%	0	7.14%
behavior	53	53	0.93%	0	0.93%
underestimated	2	2	16.67%	0	16.67%
ignored	8	8	5.56%	0	5.56%
medical	49	49	1.01%	0	1.00%
tremendously	1	1	25.00%	0	25.00%
undervalued	3	3	12.51%	0	12.50%
decreasing	5	5	8.34%	0	8.33%
higherwhich	1	1	25.00%	0	25.00%
greatly	8	7	5.56%	1	5.56%
hamper	1	1	25.00%	0	25.00%
penalizes	1	1	25.00%	0	25.00%
savers	13	13	3.58%	0	3.57%
addn	1	1	25.00%	0	25.00%
grow	80	80	0.63%	0	0.62%
isthrowing	1	1	25.00%	0	25.00%
saversin	1	1	25.00%	0	25.00%
thetrain	1	1	25.00%	0	25.00%
satisfy	2	2	16.67%	0	16.67%
reasonable	12	12	3.85%	0	3.85%
increased	28	27	1.73%	1	1.73%
occur	12	12	3.85%	0	3.85%
balancing	3	2	12.50%	1	12.51%
isdefense	1	1	25.00%	0	25.00%
ofevery	1	1	25.00%	0	25.00%
eisenhower	2	2	16.67%	0	16.67%
warned	7	6	6.26%	1	6.25%
aware	27	27	1.79%	0	1.79%
complex	8	8	5.56%	0	5.56%
remove	8	8	5.56%	0	5.56%
replac	1	1	25.00%	0	25.00%
death	145	140	0.35%	5	0.34%
peopleomg	1	1	25.00%	0	25.00%
arrestedwow	1	1	25.00%	0	25.00%
hatemongering	1	1	25.00%	0	25.00%
societyhow	1	1	25.00%	0	25.00%
thingwhat	1	1	25.00%	0	25.00%
sinister	2	2	16.67%	0	16.67%
trythe	1	0	25.00%	1	25.02%
chicks	5	4	8.34%	1	8.34%
checking	7	6	6.26%	1	6.25%
ten	21	20	2.28%	1	2.27%
wendell	1	0	25.00%	1	25.02%
customers	14	13	3.34%	1	3.34%
shop	20	20	2.39%	0	2.38%
charts	5	5	8.34%	0	8.33%
2006	4	3	10.01%	1	10.01%
pelosi	5	5	8.34%	0	8.33%
reid	8	8	5.56%	0	5.56%
screwups	1	1	25.00%	0	25.00%
nevada's	1	1	25.00%	0	25.00%
pride	19	18	2.51%	1	2.50%
senate	24	24	2.01%	0	2.00%
joke	62	61	0.80%	1	0.79%
stumbling	2	2	16.67%	0	16.67%
anthony	5	5	8.34%	0	8.33%
movement	9	9	5.01%	0	5.00%
arrogance	10	10	4.55%	0	4.55%
bslapping	1	1	25.00%	0	25.00%
conclusions	2	2	16.67%	0	16.67%
apologists	4	4	10.01%	0	10.00%
ofback	1	1	25.00%	0	25.00%
'30's	1	1	25.00%	0	25.00%
lindbergh	1	1	25.00%	0	25.00%
nazi	13	11	3.58%	2	3.58%
graces	1	1	25.00%	0	25.00%
nazism	2	2	16.67%	0	16.67%
repeating	8	8	5.56%	0	5.56%
becoming	17	17	2.79%	0	2.78%
capt	1	1	25.00%	0	25.00%
willy	1	1	25.00%	0	25.00%
ultimate	13	13	3.58%	0	3.57%
ann	4	4	10.01%	0	10.00%
lolallthat	1	1	25.00%	0	25.00%
sites	12	10	3.85%	2	3.85%
lmfao	15	14	3.13%	1	3.13%
uhbasic	1	1	25.00%	0	25.00%
101	7	7	6.26%	0	6.25%
hr	6	6	7.15%	0	7.14%
controlled	14	13	3.34%	1	3.34%
passedhow	1	1	25.00%	0	25.00%
accountablevote	1	1	25.00%	0	25.00%
bums	4	4	10.01%	0	10.00%
clowns	12	12	3.85%	0	3.85%
moreof	2	2	16.67%	0	16.67%
peoplewake	1	1	25.00%	0	25.00%
upobama	1	1	25.00%	0	25.00%
romneythat	1	1	25.00%	0	25.00%
clown	9	9	5.01%	0	5.00%
presidentwake	1	1	25.00%	0	25.00%
dui's	1	1	25.00%	0	25.00%
issued	5	5	8.34%	0	8.33%
merely	3	3	12.51%	0	12.50%
pointing	17	17	2.79%	0	2.78%
sends	4	4	10.01%	0	10.00%
whats	44	39	1.12%	5	1.12%
scum	32	29	1.52%	3	1.52%
ruin	15	13	3.13%	2	3.13%
grades	1	1	25.00%	0	25.00%
wouldnt	30	30	1.62%	0	1.61%
nuts	22	22	2.18%	0	2.17%
praise	12	11	3.85%	1	3.85%
blocked	23	23	2.09%	0	2.08%
assume	34	33	1.44%	1	1.43%
theres	24	23	2.01%	1	2.00%
discover	2	2	16.67%	0	16.67%
sam	14	14	3.34%	0	3.33%
becile	1	1	25.00%	0	25.00%
pseudonymfor	1	1	25.00%	0	25.00%
fbi	5	5	8.34%	0	8.33%
israeli	1	1	25.00%	0	25.00%
july	49	4	1.00%	45	1.03%
lefty	3	3	12.51%	0	12.50%
threw	15	12	3.13%	3	3.13%
bus	27	27	1.79%	0	1.79%
conflicts	2	2	16.67%	0	16.67%
um	13	13	3.58%	0	3.57%
ap	8	8	5.56%	0	5.56%
reporter	12	12	3.85%	0	3.85%
revolution	10	10	4.55%	0	4.55%
presidentofeveryth	1	1	25.00%	0	25.00%
ingthateveryonedo	1	1	25.00%	0	25.00%
esever	1	1	25.00%	0	25.00%
hesigns	1	1	25.00%	0	25.00%
tons	31	14	1.57%	17	1.58%
information	77	53	0.65%	24	0.65%
trades	4	4	10.01%	0	10.00%
pros	2	2	16.67%	0	16.67%
couch	10	10	4.55%	0	4.55%
gov't	8	8	5.56%	0	5.56%
ellen	1	1	25.00%	0	25.00%
oprah	4	4	10.01%	0	10.00%
encompassing	1	1	25.00%	0	25.00%
obamidiot	1	1	25.00%	0	25.00%
plumber	4	4	10.01%	0	10.00%
prevents	1	1	25.00%	0	25.00%
gaining	5	5	8.34%	0	8.33%
privacy	34	32	1.44%	2	1.43%
nosey	1	1	25.00%	0	25.00%
microscope	1	1	25.00%	0	25.00%
chase	3	3	12.51%	0	12.50%
bushes	4	4	10.01%	0	10.00%
nowhere	13	12	3.58%	1	3.57%
intrusive	1	1	25.00%	0	25.00%
embarassing	1	1	25.00%	0	25.00%
sept	6	6	7.15%	0	7.14%
11	50	32	0.99%	18	0.99%
sticking	3	3	12.51%	0	12.50%
selfapplied	1	1	25.00%	0	25.00%
fck	13	13	3.58%	0	3.57%
require	16	15	2.95%	1	2.94%
betrayed	2	2	16.67%	0	16.67%
kiss	16	14	2.95%	2	2.95%
azz	20	20	2.39%	0	2.38%
reject	1	1	25.00%	0	25.00%
allies	5	5	8.34%	0	8.33%
demented	3	3	12.51%	0	12.50%
savages	2	1	16.67%	1	16.68%
liker	1	1	25.00%	0	25.00%
creation	15	15	3.13%	0	3.13%
slipped	1	1	25.00%	0	25.00%
doldrums	1	1	25.00%	0	25.00%
heightening	1	1	25.00%	0	25.00%
worries	12	12	3.85%	0	3.85%
adding	16	16	2.95%	0	2.94%
hurdle	1	1	25.00%	0	25.00%
leap	1	1	25.00%	0	25.00%
reelection	9	9	5.01%	0	5.00%
tepid	1	1	25.00%	0	25.00%
96	7	7	6.26%	0	6.25%
august	5	5	8.34%	0	8.33%
125	4	4	10.01%	0	10.00%
expected	15	14	3.13%	1	3.13%
stetch	1	1	25.00%	0	25.00%
plus250	1	1	25.00%	0	25.00%
0000	1	1	25.00%	0	25.00%
robust	1	1	25.00%	0	25.00%
slid	3	3	12.51%	0	12.50%
data	25	25	1.93%	0	1.92%
goldilocks	1	1	25.00%	0	25.00%
prompt	2	2	16.67%	0	16.67%
steps	5	5	8.34%	0	8.33%
fifty	3	3	12.51%	0	12.50%
netherlands	2	2	16.67%	0	16.67%
lone	3	3	12.51%	0	12.50%
assassin	1	1	25.00%	0	25.00%
qaeda	4	4	10.01%	0	10.00%
nuke	8	8	5.56%	0	5.56%
retaliation	2	2	16.67%	0	16.67%
proving	8	8	5.56%	0	5.56%
bloodthirsty	2	2	16.67%	0	16.67%
hundreds	24	22	2.01%	2	2.00%
pages	10	10	4.55%	0	4.55%
momsforobama	1	1	25.00%	0	25.00%
recognize	10	10	4.55%	0	4.55%
flick	2	2	16.67%	0	16.67%
needle	1	1	25.00%	0	25.00%
thread	13	11	3.58%	2	3.58%
heil	2	2	16.67%	0	16.67%
uniformas	1	1	25.00%	0	25.00%
socialistic	2	2	16.67%	0	16.67%
47	4	4	10.01%	0	10.00%
foodstamps	3	3	12.51%	0	12.50%
labors	2	2	16.67%	0	16.67%
dependent	7	7	6.26%	0	6.25%
assine	1	1	25.00%	0	25.00%
empty	25	24	1.93%	1	1.92%
chair	6	6	7.15%	0	7.14%
magically	4	4	10.01%	0	10.00%
heal	6	6	7.15%	0	7.14%
everyones	4	4	10.01%	0	10.00%
1018	2	2	16.67%	0	16.67%
beheld	4	4	10.01%	0	10.00%
satan	10	10	4.55%	0	4.55%
lightening	4	4	10.01%	0	10.00%
heaven	30	29	1.62%	1	1.61%
hebrew	4	4	10.01%	0	10.00%
baraq	2	2	16.67%	0	16.67%
bammah	2	2	16.67%	0	16.67%
draw	20	20	2.39%	0	2.38%
conclusion's	2	2	16.67%	0	16.67%
freakin	14	14	3.34%	0	3.33%
pop	15	13	3.13%	2	3.13%
wood	4	4	10.01%	0	10.00%
perform	9	7	5.01%	2	5.01%
prophecy	2	2	16.67%	0	16.67%
confucius	2	2	16.67%	0	16.67%
pocket	21	21	2.28%	0	2.27%
cocky	2	2	16.67%	0	16.67%
goddamn	8	7	5.56%	1	5.56%
misfortune	6	4	7.15%	2	7.15%
putz	3	3	12.51%	0	12.50%
fking	4	4	10.01%	0	10.00%
banana	5	5	8.34%	0	8.33%
republic	11	11	4.17%	0	4.17%
caymans	1	1	25.00%	0	25.00%
emissaries	1	1	25.00%	0	25.00%
abroad	7	7	6.26%	0	6.25%
manuveur	1	1	25.00%	0	25.00%
interupt	1	1	25.00%	0	25.00%
yapping	4	4	10.01%	0	10.00%
hurryi	1	1	25.00%	0	25.00%
muttered	1	1	25.00%	0	25.00%
sicko	1	1	25.00%	0	25.00%
freaks	18	18	2.64%	0	2.63%
'i	5	3	8.34%	2	8.35%
approach	11	11	4.17%	0	4.17%
departure'	1	1	25.00%	0	25.00%
'dont	1	1	25.00%	0	25.00%
sweat	5	4	8.34%	1	8.34%
sweaty	1	1	25.00%	0	25.00%
''if	1	1	25.00%	0	25.00%
skydiving	2	2	16.67%	0	16.67%
sack	6	5	7.15%	1	7.15%
babaling	1	1	25.00%	0	25.00%
stance	4	4	10.01%	0	10.00%
obuttwad	1	1	25.00%	0	25.00%
obummer	17	17	2.79%	0	2.78%
screws	7	7	6.26%	0	6.25%
pop's	1	1	25.00%	0	25.00%
republican's	4	4	10.01%	0	10.00%
fault	65	63	0.77%	2	0.76%
fyi	10	9	4.55%	1	4.55%
demo's	2	2	16.67%	0	16.67%
scooter's	1	1	25.00%	0	25.00%
litter	6	6	7.15%	0	7.14%
charges	14	14	3.34%	0	3.33%
filed	6	6	7.15%	0	7.14%
discharged	7	7	6.26%	0	6.25%
pretending	8	8	5.56%	0	5.56%
soldiers	12	12	3.85%	0	3.85%
meunconditionallyand	1	1	25.00%	0	25.00%
ashes	5	5	8.34%	0	8.33%
wooden	1	1	25.00%	0	25.00%
desk	8	8	5.56%	0	5.56%
shared	5	5	8.34%	0	8.33%
14	55	31	0.90%	24	0.91%
naturally	9	8	5.01%	1	5.00%
buriedtogether	1	1	25.00%	0	25.00%
shane	1	1	25.00%	0	25.00%
trot	2	2	16.67%	0	16.67%
flaunt	2	2	16.67%	0	16.67%
stillgot	1	1	25.00%	0	25.00%
gf	3	3	12.51%	0	12.50%
angry	40	39	1.23%	1	1.22%
dance	10	8	4.55%	2	4.55%
contrarian	1	1	25.00%	0	25.00%
elected	41	40	1.20%	1	1.19%
shorts	2	2	16.67%	0	16.67%
plug	4	4	10.01%	0	10.00%
retrace	2	2	16.67%	0	16.67%
11000	1	1	25.00%	0	25.00%
12000	1	1	25.00%	0	25.00%
februarywatch	1	1	25.00%	0	25.00%
bacons	1	1	25.00%	0	25.00%
sides	31	30	1.57%	1	1.56%
wraped	1	1	25.00%	0	25.00%
doalds	1	1	25.00%	0	25.00%
biscuit	2	2	16.67%	0	16.67%
acknowlegement	1	1	25.00%	0	25.00%
displine	1	1	25.00%	0	25.00%
businesses	38	38	1.29%	0	1.28%
accomplish	8	8	5.56%	0	5.56%
overrun	3	3	12.51%	0	12.50%
permitted	2	2	16.67%	0	16.67%
brokers	1	1	25.00%	0	25.00%
pocketed	1	1	25.00%	0	25.00%
fraudulent	2	2	16.67%	0	16.67%
applications	2	2	16.67%	0	16.67%
accountable	10	10	4.55%	0	4.55%
hyperinflation	4	4	10.01%	0	10.00%
recollection	1	1	25.00%	0	25.00%
responses	9	9	5.01%	0	5.00%
congressional	7	7	6.26%	0	6.25%
investigation	5	5	8.34%	0	8.33%
necks	1	1	25.00%	0	25.00%
gallows	1	1	25.00%	0	25.00%
swearing	3	3	12.51%	0	12.50%
mothers	19	18	2.51%	1	2.50%
graves	1	1	25.00%	0	25.00%
3rd	16	15	2.95%	1	2.94%
droid	8	8	5.56%	0	5.56%
windows	5	5	8.34%	0	8.33%
pc's	1	1	25.00%	0	25.00%
mac	2	2	16.67%	0	16.67%
pc	6	6	7.15%	0	7.14%
intelligently	3	3	12.51%	0	12.50%
debate	6	6	7.15%	0	7.14%
sandi	1	1	25.00%	0	25.00%
darkness	5	4	8.34%	1	8.34%
devil	13	13	3.58%	0	3.57%
reign	11	11	4.17%	0	4.17%
chaos	4	4	10.01%	0	10.00%
deciept	1	1	25.00%	0	25.00%
mass's	1	1	25.00%	0	25.00%
talks	11	10	4.17%	1	4.17%
fork	2	2	16.67%	0	16.67%
tongue	6	6	7.15%	0	7.14%
touchy	2	2	16.67%	0	16.67%
suspect	6	6	7.15%	0	7.14%
jeffie	1	1	25.00%	0	25.00%
tad	4	4	10.01%	0	10.00%
securitythreat	1	1	25.00%	0	25.00%
field	16	16	2.95%	0	2.94%
proportionately	1	1	25.00%	0	25.00%
earn	26	26	1.86%	0	1.85%
traditional	14	14	3.34%	0	3.33%
teddy	2	2	16.67%	0	16.67%
roosevelt	3	3	12.51%	0	12.50%
